Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1437,Stefan Laurent,eng ENG,FW,Marseille,fr Ligue 1,30,1993,2.8,169,197,85.8,2761,835,83,89,93.3,56,62,90.3,26,46,56.5,0,0.0,0.2,0.0,0,12,0,0,17,Matches
1438,Elias Bianchi,be BEL,MF,Lorient,fr Ligue 1,16,2007,7.5,387,496,78.0,7382,4046,172,187,92.0,194,199,97.5,44,110,40.0,0,2.7,2.6,-2.7,11,41,13,5,12,Matches
1439,Sergio Hughes,dk DEN,DF,Lorient,fr Ligue 1,26,1997,5.7,204,283,72.1,4102,1375,105,131,80.2,100,110,90.9,22,42,52.4,0,0.0,0.2,0.0,1,18,1,0,18,Matches
1440,Nicolas Larsen,rs SRB,"MF,DF",Montpellier,fr Ligue 1,28,1995,9.1,629,749,84.0,12008,3704,304,355,85.6,258,279,92.5,51,115,44.3,1,1.1,1.3,-0.1,14,67,15,8,24,Matches
1441,Omar Benali,co COL,GK,Strasbourg,fr Ligue 1,19,2004,2.3,99,144,68.8,2088,566,70,74,94.6,45,51,88.2,12,19,63.2,0,1.1,1.5,-1.1,2,14,4,1,11,Matches
1442,Connor Wright,nl NED,MF,Lorient,fr Ligue 1,16,2007,4.8,174,240,72.5,2903,1056,102,113,90.3,68,93,73.1,21,34,61.8,0,0.0,0.0,0.0,1,12,1,0,15,Matches
1443,Emil Petit,sn SEN,FW,Lille,fr Ligue 1,24,1999,10.6,134,189,70.9,2596,1057,65,71,91.5,47,57,82.5,32,61,52.5,0,1.0,1.0,-1.0,8,8,16,2,5,Matches
1444,Erik Clarke,ma MAR,DF,Marseille,fr Ligue 1,28,1995,3.9,194,235,82.6,3320,1324,100,107,93.5,88,100,88.0,16,28,57.1,0,0.8,0.9,-0.8,1,16,2,1,25,Matches
1445,Daniel Clarke,es ESP,FW,Lens,fr Ligue 1,21,2002,5.2,202,235,86.0,4228,1068,89,104,85.6,56,68,82.4,29,63,46.0,1,1.1,1.1,-0.1,4,21,5,0,28,Matches
1446,Jonas Rossi,dk DEN,DF,Troyes,fr Ligue 1,26,1997,6.6,105,164,64.0,1856,779,67,70,95.7,48,52,92.3,28,42,66.7,0,0.1,0.6,-0.1,0,12,0,0,8,Matches
1447,Luca Bianchi,it ITA,GK,Nice,fr Ligue 1,29,1994,0.9,40,61,65.6,1024,336,23,27,85.2,19,24,79.2,7,10,70.0,0,1.3,1.1,-1.3,0,5,0,0,5,Matches
1448,Youssef Diallo,es ESP,GK,Nantes,fr Ligue 1,18,2005,24.1,1283,1861,68.9,25958,8314,942,1031,91.4,774,883,87.7,0,0,,3,3.0,2.8,0.0,15,192,14,4,139,Matches
1449,Anton Pereira,co COL,GK,Clermont Foot,fr Ligue 1,28,1995,5.4,331,434,76.3,7116,2878,189,194,97.4,136,159,85.5,47,81,58.0,0,0.0,0.7,0.0,5,24,8,1,31,Matches
1450,Ibrahim Jansen,ar ARG,MF,Nantes,fr Ligue 1,20,2003,5.9,228,253,90.1,4572,1803,124,132,93.9,87,99,87.9,9,22,40.9,2,0.9,1.2,1.1,24,27,35,10,32,Matches
1451,Maxime Martínez,co COL,MF,Rennes,fr Ligue 1,25,1998,5.7,428,494,86.6,8193,2011,228,239,95.4,192,211,91.0,25,44,56.8,0,0.0,0.0,0.0,1,45,1,0,22,Matches
1452,Noah Girard,no NOR,DF,Monaco,fr Ligue 1,23,2000,1.6,52,67,77.6,1150,282,32,32,100.0,25,27,92.6,5,8,62.5,1,0.0,0.0,1.0,2,7,3,1,4,Matches
1453,Anton Rizzo,fr FRA,FW,Lyon,fr Ligue 1,37,1986,13.4,300,359,83.6,5426,2372,147,158,93.0,122,138,88.4,26,63,41.3,1,3.2,3.8,-2.2,5,30,9,3,23,Matches
1454,Callum Novak,nl NED,GK,Toulouse,fr Ligue 1,28,1995,4.3,208,332,62.7,4279,1566,129,135,95.6,100,107,93.5,53,90,58.9,0,0.0,0.3,0.0,2,15,3,1,21,Matches
1455,Lucas Horvat,us USA,"MF,FW",Clermont Foot,fr Ligue 1,24,1999,2.7,104,116,89.7,2052,772,47,50,94.0,47,51,92.2,9,15,60.0,0,0.0,0.0,0.0,3,13,3,0,6,Matches
1456,Andrés Conti,jp JPN,"FW,DF",Marseille,fr Ligue 1,23,2000,8.4,299,391,76.5,5902,2525,153,171,89.5,111,130,85.4,52,90,57.8,0,1.8,1.6,-1.8,4,46,5,3,10,Matches
1457,Lucas Hansen,br BRA,DF,Lorient,fr Ligue 1,22,2001,11.4,304,383,79.4,6323,1473,178,191,93.2,130,142,91.5,25,50,50.0,0,1.1,1.2,-1.1,9,42,12,4,20,Matches
1458,Iker Andersson,ma MAR,GK,Paris S-G,fr Ligue 1,23,2000,37.3,2335,2928,79.7,38229,10862,1271,1363,93.3,965,995,97.0,358,570,62.8,3,2.7,2.6,0.3,8,180,13,3,276,Matches
1459,Finn Clarke,ch SUI,FW,Monaco,fr Ligue 1,30,1993,3.5,73,97,75.3,1398,437,39,41,95.1,31,37,83.8,14,19,73.7,2,2.4,3.0,-0.4,3,7,5,1,7,Matches
1460,Diego Hansen,ch SUI,FW,Reims,fr Ligue 1,33,1990,0.7,21,25,84.0,473,145,13,13,100.0,7,9,77.8,2,3,66.7,0,0.0,0.2,0.0,0,1,0,0,2,Matches
1461,Emil Petit,rs SRB,DF,Lille,fr Ligue 1,21,2002,9.9,356,478,74.5,6499,2789,224,240,93.3,152,185,82.2,35,53,66.0,0,0.4,0.8,-0.4,2,33,2,1,39,Matches
1462,Nuno Walsh,it ITA,DF,Marseille,fr Ligue 1,30,1993,8.3,191,259,73.7,4163,1488,131,131,100.0,104,120,86.7,4,8,50.0,0,2.4,2.6,-2.4,5,17,8,1,11,Matches
1463,Viktor El Amrani,sn SEN,FW,Ajaccio,fr Ligue 1,28,1995,7.6,244,300,81.3,3763,1544,126,132,95.5,99,112,88.4,30,56,53.6,1,2.5,2.5,-1.5,2,15,3,1,19,Matches
1464,Stefan Andersson,eng ENG,"DF,MF",Paris S-G,fr Ligue 1,26,1997,12.7,803,987,81.4,13458,4185,396,438,90.4,305,356,85.7,128,193,66.3,2,1.7,1.7,0.3,5,58,8,1,51,Matches
1465,Nuno Hughes,at AUT,MF,Paris S-G,fr Ligue 1,35,1988,6.9,312,361,86.4,6707,2213,138,151,91.4,127,135,94.1,38,75,50.7,2,2.1,2.6,-0.1,10,37,13,8,31,Matches
1466,Jonas Santos,es ESP,MF,Monaco,fr Ligue 1,30,1993,23.0,640,733,87.3,14090,5354,335,366,91.5,237,250,94.8,72,117,61.5,1,1.2,1.3,-0.2,17,51,22,3,42,Matches
1467,João Tanaka,de GER,FW,Montpellier,fr Ligue 1,28,1995,2.4,105,131,80.2,2182,582,48,51,94.1,39,43,90.7,22,37,59.5,0,0.9,0.3,-0.9,2,13,2,1,10,Matches
1468,David Tanaka,dk DEN,FW,Rennes,fr Ligue 1,28,1995,5.9,126,184,68.5,3021,1424,85,90,94.4,72,87,82.8,5,7,71.4,1,0.8,0.8,0.2,1,14,1,0,10,Matches
1469,Ibrahim Yamamoto,co COL,DF,Reims,fr Ligue 1,22,2001,5.2,177,252,70.2,2775,921,108,119,90.8,72,85,84.7,20,48,41.7,0,0.7,0.4,-0.7,3,16,5,1,17,Matches
1470,Milan Yamamoto,uy URU,DF,Nantes,fr Ligue 1,28,1995,5.7,173,222,77.9,2964,1039,97,106,91.5,78,82,95.1,17,34,50.0,0,0.0,0.3,0.0,4,9,7,1,18,Matches
1471,Erik Yamamoto,jp JPN,FW,Troyes,fr Ligue 1,17,2006,15.0,855,945,90.5,15065,5212,442,464,95.3,389,438,88.8,27,43,62.8,0,0.2,0.3,-0.2,17,116,29,12,113,Matches
1472,Marco Girard,eng ENG,"FW,DF",Monaco,fr Ligue 1,29,1994,5.3,122,168,72.6,2105,681,79,88,89.8,54,59,91.5,15,21,71.4,2,1.9,1.8,0.1,4,12,6,0,7,Matches
1473,Théo Kowalski,us USA,FW,Toulouse,fr Ligue 1,22,2001,1.3,33,42,78.6,556,228,20,20,100.0,13,15,86.7,4,7,57.1,1,2.9,3.0,-1.9,2,4,4,0,2,Matches
1474,Karim El Amrani,es ESP,"MF,DF",Paris S-G,fr Ligue 1,19,2004,7.6,467,556,84.0,8994,4013,217,236,91.9,159,204,77.9,65,116,56.0,2,3.0,3.5,-1.0,9,40,9,5,40,Matches
1475,Connor Martínez,jp JPN,DF,Ajaccio,fr Ligue 1,24,1999,1.9,82,103,79.6,1348,423,54,60,90.0,36,43,83.7,0,0,,0,0.0,0.2,0.0,1,8,1,0,6,Matches
1476,Milan Santos,es ESP,MF,Brest,fr Ligue 1,30,1993,9.9,482,552,87.3,8983,3857,276,277,99.6,177,212,83.5,34,63,54.0,0,0.0,0.2,0.0,2,65,3,1,43,Matches
1477,David Nowak,se SWE,FW,Toulouse,fr Ligue 1,30,1993,25.1,613,826,74.2,10964,5227,359,386,93.0,261,323,80.8,70,117,59.8,0,0.0,0.0,0.0,4,48,5,2,72,Matches
1478,Daniel Andersson,eng ENG,MF,Lyon,fr Ligue 1,23,2000,22.6,332,397,83.6,6104,1388,176,181,97.2,135,141,95.7,22,75,29.3,0,0.0,0.0,0.0,2,49,3,1,20,Matches
1479,Maxime Silva,de GER,FW,Troyes,fr Ligue 1,20,2003,15.4,366,487,75.2,6928,2071,214,233,91.8,154,174,88.5,36,80,45.0,0,0.1,0.0,-0.1,4,24,6,2,29,Matches
1480,Ibrahim Jansen,se SWE,"MF,FW",Nantes,fr Ligue 1,20,2003,9.3,489,597,81.9,11515,4564,250,251,99.6,226,238,95.0,72,108,66.7,0,0.0,0.0,0.0,16,67,30,4,34,Matches
1481,Sota Lindqvist,fr FRA,DF,Toulouse,fr Ligue 1,19,2004,12.3,326,397,82.1,5456,1630,177,209,84.7,159,180,88.3,5,8,62.5,1,0.3,0.1,0.7,7,30,8,3,25,Matches
1482,Jordan Hansen,rs SRB,FW,Toulouse,fr Ligue 1,30,1993,10.5,405,460,88.0,7806,2603,231,237,97.5,157,175,89.7,24,48,50.0,0,0.9,0.9,-0.9,6,48,7,0,35,Matches
1483,Maxime Clarke,be BEL,"MF,DF",Auxerre,fr Ligue 1,27,1996,26.6,1664,1915,86.9,32562,8070,585,629,93.0,779,784,99.4,307,502,61.2,1,0.9,0.8,0.1,14,137,22,4,118,Matches
1484,Connor Hoffmann,ma MAR,DF,Auxerre,fr Ligue 1,28,1995,6.1,195,247,78.9,4320,1090,115,121,95.0,75,86,87.2,16,40,40.0,0,0.0,0.0,0.0,4,16,6,1,19,Matches
1485,David Cissé,sn SEN,"FW,MF",Lorient,fr Ligue 1,19,2004,12.1,695,715,97.2,14605,6166,313,337,92.9,204,204,100.0,85,174,48.9,5,5.1,4.7,-0.1,48,36,66,8,78,Matches
1486,Adam Barnes,co COL,DF,Lyon,fr Ligue 1,18,2005,2.7,99,141,70.2,2006,709,62,67,92.5,51,57,89.5,13,17,76.5,0,0.0,0.0,0.0,1,11,1,0,7,Matches
1487,Emil Kovač,eng ENG,MF,Lyon,fr Ligue 1,25,1998,4.0,175,214,81.8,3239,1361,107,112,95.5,62,74,83.8,13,28,46.4,1,1.9,1.8,-0.9,6,18,4,3,18,Matches
1488,Ibrahim Kowalski,jp JPN,FW,Montpellier,fr Ligue 1,20,2003,18.4,746,896,83.3,14442,5882,396,449,88.2,333,379,87.9,39,68,57.4,1,0.7,0.5,0.3,9,38,11,2,56,Matches
1489,Takumi Ferrari,at AUT,DF,Lyon,fr Ligue 1,26,1997,6.4,174,230,75.7,3134,1277,87,97,89.7,89,89,100.0,33,44,75.0,0,0.0,0.0,0.0,2,12,2,1,20,Matches
1490,Thomas Benali,es ESP,FW,Auxerre,fr Ligue 1,25,1998,5.4,188,209,90.0,3232,862,79,86,91.9,55,68,80.9,23,55,41.8,0,0.1,0.0,-0.1,5,16,9,1,12,Matches
1491,Liam Becker,it ITA,FW,Nice,fr Ligue 1,26,1997,6.2,183,231,79.2,4201,1068,96,100,96.0,82,91,90.1,18,40,45.0,0,0.0,0.5,0.0,4,21,7,0,19,Matches
1492,Antoine Doyle,pl POL,MF,Troyes,fr Ligue 1,26,1997,8.5,369,466,79.2,7475,2088,158,167,94.6,180,203,88.7,47,96,49.0,2,1.8,1.9,0.2,17,34,22,2,40,Matches
1493,Pedro El Amrani,fr FRA,GK,Brest,fr Ligue 1,27,1996,2.9,170,273,62.3,3526,1390,105,111,94.6,109,121,90.1,17,41,41.5,0,1.4,1.7,-1.4,1,15,1,0,13,Matches
1494,Owen Andersson,de GER,DF,Lille,fr Ligue 1,26,1997,5.3,269,346,77.7,4990,1674,157,181,86.7,108,131,82.4,25,34,73.5,0,0.0,0.0,0.0,2,24,4,1,34,Matches
1495,Felix Murphy,ar ARG,"MF,FW",Lyon,fr Ligue 1,25,1998,6.7,280,376,74.5,5807,1773,142,155,91.6,141,152,92.8,38,69,55.1,3,2.3,2.9,0.7,10,33,23,2,22,Matches
1496,Javier Gómez,de GER,DF,Lille,fr Ligue 1,26,1997,11.8,421,504,83.5,8907,2306,241,258,93.4,134,166,80.7,39,80,48.8,0,0.6,0.6,-0.6,4,53,3,1,36,Matches
1497,Pedro Becker,co COL,"MF,DF",Lyon,fr Ligue 1,25,1998,5.4,333,375,88.8,5493,1934,137,154,89.0,117,126,92.9,57,95,60.0,0,0.9,0.6,-0.9,1,34,2,0,43,Matches
1498,Julien Santos,dk DEN,DF,Auxerre,fr Ligue 1,27,1996,10.2,222,279,79.6,3527,1282,88,102,86.3,76,91,83.5,52,86,60.5,0,1.3,0.9,-1.3,9,5,11,0,13,Matches
1499,Hugo Becker,rs SRB,MF,Rennes,fr Ligue 1,27,1996,10.6,591,658,89.8,11713,4182,246,250,98.4,196,234,83.8,95,174,54.6,2,1.3,1.2,0.7,31,64,65,22,33,Matches
1500,Iker El Amrani,at AUT,"MF,DF",Auxerre,fr Ligue 1,27,1996,7.1,268,312,85.9,5847,1483,125,139,89.9,136,154,88.3,11,19,57.9,2,0.9,1.2,1.1,3,40,4,0,26,Matches
1501,Pablo Andersson,uy URU,DF,Angers,fr Ligue 1,23,2000,11.9,587,679,86.5,10301,4435,275,302,91.1,251,274,91.6,59,103,57.3,1,2.3,2.2,-1.3,5,37,6,1,33,Matches
1502,Iker Silva,pl POL,"MF,DF",Clermont Foot,fr Ligue 1,26,1997,4.9,166,199,83.4,3611,1276,88,92,95.7,59,66,89.4,22,41,53.7,0,0.0,0.0,0.0,2,18,3,0,11,Matches
1503,Connor Kowalski,ch SUI,MF,Lens,fr Ligue 1,33,1990,13.6,697,802,86.9,12546,4670,360,402,89.6,294,322,91.3,40,78,51.3,6,7.1,6.8,-1.1,64,72,96,34,23,Matches
1504,Elias Larsen,sn SEN,MF,Clermont Foot,fr Ligue 1,27,1996,16.7,497,579,85.8,10304,5416,269,303,88.8,161,181,89.0,42,95,44.2,5,5.1,5.7,-0.1,51,61,45,28,33,Matches
1505,Daniel Yamamoto,ma MAR,DF,Troyes,fr Ligue 1,22,2001,10.2,262,343,76.4,6046,2282,174,188,92.6,152,173,87.9,0,0,,0,0.1,0.1,-0.1,5,38,5,0,38,Matches
1506,Erik Kovač,pl POL,DF,Lyon,fr Ligue 1,22,2001,0.9,28,32,87.5,560,164,15,17,88.2,13,16,81.2,0,0,,0,0.0,0.0,0.0,0,2,0,0,2,Matches
1507,Bruno Silva,pt POR,GK,Strasbourg,fr Ligue 1,22,2001,12.2,787,1024,76.9,14968,5151,394,433,91.0,364,407,89.4,150,184,81.5,1,0.8,0.3,0.2,2,78,2,1,104,Matches
1508,Samuel Conti,de GER,GK,Paris S-G,fr Ligue 1,25,1998,2.1,108,148,73.0,2003,635,69,76,90.8,43,52,82.7,11,20,55.0,0,0.0,0.7,0.0,0,13,0,0,9,Matches
1509,Jonas Berg,rs SRB,DF,Auxerre,fr Ligue 1,18,2005,1.5,67,92,72.8,1312,366,41,46,89.1,18,21,85.7,18,25,72.0,0,0.9,1.3,-0.9,1,7,1,1,5,Matches
1510,Connor Bakker,be BEL,GK,Toulouse,fr Ligue 1,19,2004,15.3,894,1148,77.9,14209,4378,409,440,93.0,329,382,86.1,205,326,62.9,0,1.1,1.1,-1.1,3,99,5,2,68,Matches
1511,Maxime Costa,at AUT,"FW,MF",Rennes,fr Ligue 1,39,1984,3.8,144,170,84.7,2869,946,47,50,94.0,59,74,79.7,28,46,60.9,0,0.0,0.0,0.0,4,16,4,2,12,Matches
1512,Pablo Wright,de GER,MF,Reims,fr Ligue 1,34,1989,14.2,767,955,80.3,14421,5843,368,409,90.0,276,317,87.1,151,229,65.9,0,0.7,1.4,-0.7,2,56,2,0,83,Matches
1513,João Clarke,ma MAR,FW,Toulouse,fr Ligue 1,27,1996,7.2,207,254,81.5,4451,1429,123,135,91.1,87,92,94.6,18,27,66.7,0,2.2,2.6,-2.2,5,4,7,2,21,Matches
1514,Karim López,br BRA,MF,Lyon,fr Ligue 1,29,1994,14.5,443,528,83.9,9433,4855,250,258,96.9,135,150,90.0,50,120,41.7,0,1.7,1.5,-1.7,10,45,12,6,35,Matches
1515,Hugo López,ar ARG,DF,Strasbourg,fr Ligue 1,20,2003,21.0,550,661,83.2,9839,3531,295,307,96.1,255,281,90.7,51,73,69.9,1,1.3,1.5,-0.3,15,42,19,6,20,Matches
1516,Viktor Larsen,no NOR,MF,Lyon,fr Ligue 1,24,1999,22.7,892,1062,84.0,19420,8118,563,563,100.0,292,349,83.7,80,150,53.3,1,1.1,0.3,-0.1,4,81,9,0,3,Matches
1517,Bruno Petit,nl NED,"DF,MF",Nice,fr Ligue 1,24,1999,9.5,523,632,82.8,11065,2700,252,284,88.7,239,272,87.9,52,76,68.4,0,0.0,0.0,0.0,6,48,8,2,41,Matches
1518,Connor Diallo,ma MAR,MF,Angers,fr Ligue 1,22,2001,12.6,489,534,91.6,9054,3276,246,287,85.7,177,213,83.1,20,34,58.8,1,1.6,2.0,-0.6,5,39,7,2,59,Matches
1519,Noah Nielsen,br BRA,MF,Reims,fr Ligue 1,23,2000,6.5,285,346,82.4,6683,1916,167,180,92.8,98,106,92.5,41,60,68.3,0,0.0,0.4,0.0,2,31,2,0,27,Matches
1520,Marco Andersson,br BRA,FW,Paris S-G,fr Ligue 1,29,1994,13.6,441,540,81.7,7692,2997,198,211,93.8,198,220,90.0,82,109,75.2,1,0.8,1.0,0.2,5,35,9,3,74,Matches
1521,Thomas Martínez,jp JPN,FW,Ajaccio,fr Ligue 1,27,1996,2.9,147,160,91.9,3115,1018,33,37,89.2,49,52,94.2,52,71,73.2,0,1.2,1.4,-1.2,1,17,1,0,6,Matches
1522,Karim Clarke,es ESP,"MF,FW",Rennes,fr Ligue 1,20,2003,16.0,769,901,85.3,15119,5918,389,431,90.3,276,313,88.2,81,157,51.6,0,0.9,1.3,-0.9,18,43,20,2,68,Matches
1523,Sota Fernández,pt POR,MF,Paris S-G,fr Ligue 1,19,2004,8.9,418,496,84.3,8797,3721,168,183,91.8,141,176,80.1,87,137,63.5,2,1.5,1.7,0.5,3,34,6,1,22,Matches
1524,Jonas Sánchez,jp JPN,DF,Paris S-G,fr Ligue 1,25,1998,3.2,74,98,75.5,1604,514,40,43,93.0,29,33,87.9,9,22,40.9,0,0.0,0.4,0.0,4,5,5,2,9,Matches
1525,Thomas Cissé,jp JPN,DF,Monaco,fr Ligue 1,28,1995,16.5,640,765,83.7,10790,2681,328,383,85.6,234,268,87.3,65,114,57.0,3,1.9,1.3,1.1,9,94,13,5,81,Matches
1526,Jordan Rizzo,es ESP,DF,Clermont Foot,fr Ligue 1,25,1998,19.2,651,757,86.0,13853,5390,300,316,94.9,234,263,89.0,129,178,72.5,0,1.0,0.8,-1.0,9,67,14,2,18,Matches
1527,Hugo Schmidt,eng ENG,DF,Rennes,fr Ligue 1,29,1994,5.3,211,268,78.7,3896,1291,107,114,93.9,78,94,83.0,46,60,76.7,0,1.5,1.9,-1.5,3,19,3,1,15,Matches
1528,Nicolas Fernández,pl POL,DF,Lorient,fr Ligue 1,27,1996,10.9,530,690,76.8,8426,2435,329,364,90.4,226,269,84.0,35,57,61.4,0,0.9,0.9,-0.9,4,43,7,1,50,Matches
1529,Nicolas Wagner,br BRA,DF,Marseille,fr Ligue 1,30,1993,26.6,840,1052,79.8,18484,6722,554,572,96.9,335,429,78.1,32,51,62.7,1,0.0,0.6,1.0,5,61,6,1,29,Matches
1530,Daniel Becker,uy URU,"MF,DF",Lorient,fr Ligue 1,28,1995,6.1,373,434,85.9,6564,1894,149,184,81.0,112,127,88.2,91,123,74.0,0,0.0,0.0,0.0,7,43,9,0,43,Matches
1531,Felix Traoré,se SWE,FW,Lens,fr Ligue 1,33,1990,29.8,1004,1313,76.5,19168,7543,592,658,90.0,385,484,79.5,111,171,64.9,0,0.0,0.5,0.0,5,133,4,1,70,Matches
1532,David Bianchi,ch SUI,"FW,MF",Nantes,fr Ligue 1,29,1994,10.5,416,516,80.6,6390,2165,238,255,93.3,167,207,80.7,24,54,44.4,1,1.1,1.5,-0.1,8,40,9,3,27,Matches
1533,Connor Yamamoto,rs SRB,DF,Rennes,fr Ligue 1,30,1993,2.5,70,90,77.8,1535,273,40,42,95.2,32,37,86.5,6,11,54.5,0,0.0,0.0,0.0,0,8,0,0,5,Matches
1534,Théo Kowalski,de GER,DF,Auxerre,fr Ligue 1,24,1999,7.0,236,284,83.1,5104,2115,132,143,92.3,90,108,83.3,18,33,54.5,0,0.0,0.2,0.0,1,17,1,0,17,Matches
1535,Iker Dubois,at AUT,FW,Lyon,fr Ligue 1,28,1995,9.4,260,368,70.7,4350,1485,185,211,87.7,112,135,83.0,11,22,50.0,1,0.7,0.9,0.3,14,28,10,7,16,Matches
1536,Connor Ndiaye,es ESP,DF,Lille,fr Ligue 1,22,2001,5.4,245,280,87.5,4047,1793,138,141,97.9,107,126,84.9,8,13,61.5,0,0.1,0.3,-0.1,3,31,6,1,20,Matches
1537,Maxime Traoré,rs SRB,DF,Angers,fr Ligue 1,22,2001,23.8,682,923,73.9,13429,6597,425,468,90.8,332,373,89.0,45,82,54.9,1,1.9,2.4,-0.9,14,100,10,6,44,Matches
1538,Lucas Schmidt,pl POL,MF,Ajaccio,fr Ligue 1,28,1995,16.8,671,792,84.7,14940,4735,356,377,94.4,216,278,77.7,69,137,50.4,1,0.2,0.0,0.8,25,68,35,5,56,Matches
1539,Jonas Nowak,no NOR,DF,Rennes,fr Ligue 1,27,1996,4.3,210,256,82.0,4222,1838,105,112,93.8,75,78,96.2,34,66,51.5,0,0.0,0.6,0.0,2,24,4,1,24,Matches
1540,Elias Kowalski,rs SRB,GK,Toulouse,fr Ligue 1,31,1992,4.8,223,343,65.0,4990,1768,144,146,98.6,93,114,81.6,45,83,54.2,0,1.2,0.8,-1.2,2,26,3,1,14,Matches
1541,Lucas Clarke,ch SUI,DF,Lille,fr Ligue 1,17,2006,6.4,292,345,84.6,4590,1804,160,187,85.6,121,138,87.7,11,20,55.0,1,0.0,0.0,1.0,7,24,10,4,26,Matches
1542,Kevin Hughes,us USA,FW,Lens,fr Ligue 1,21,2002,25.3,1359,1753,77.5,32209,14208,628,679,92.5,712,798,89.2,147,276,53.3,0,0.0,0.0,0.0,1,177,2,0,162,Matches
1543,Emil Traoré,ma MAR,MF,Troyes,fr Ligue 1,26,1997,14.2,927,1079,85.9,18822,7715,391,428,91.4,420,466,90.1,121,185,65.4,1,0.0,0.0,1.0,23,68,25,6,117,Matches
1544,Felix Schmidt,sn SEN,MF,Auxerre,fr Ligue 1,23,2000,21.4,799,898,89.0,14210,6667,429,462,92.9,353,407,86.7,19,29,65.5,2,1.5,0.7,0.5,26,117,43,11,67,Matches
1545,Javier Rizzo,no NOR,DF,Lorient,fr Ligue 1,29,1994,13.5,511,578,88.4,9986,3996,181,196,92.3,158,194,81.4,109,188,58.0,0,0.1,0.2,-0.1,3,35,5,1,40,Matches
1546,Anton Tanaka,de GER,DF,Nantes,fr Ligue 1,26,1997,3.7,90,116,77.6,1511,453,44,51,86.3,24,30,80.0,23,35,65.7,0,0.0,0.0,0.0,1,9,2,0,8,Matches
1547,Diego Weber,co COL,"DF,MF",Ajaccio,fr Ligue 1,26,1997,10.0,511,560,91.2,12105,2686,262,277,94.6,215,244,88.1,26,39,66.7,0,0.0,0.3,0.0,4,35,5,1,57,Matches
1548,Callum Barnes,co COL,"MF,FW",Rennes,fr Ligue 1,23,2000,6.8,458,508,90.2,10307,2764,231,255,90.6,142,162,87.7,61,91,67.0,1,0.4,0.2,0.6,3,44,2,1,54,Matches
1549,Sota Bianchi,nl NED,DF,Nice,fr Ligue 1,24,1999,1.3,7,10,70.0,168,46,3,4,75.0,4,4,100.0,1,2,50.0,0,0.7,1.5,-0.7,1,1,2,0,1,Matches
1550,Jordan Diallo,dk DEN,MF,Marseille,fr Ligue 1,27,1996,0.7,23,29,79.3,453,153,13,13,100.0,9,12,75.0,2,4,50.0,0,1.6,1.0,-1.6,1,1,2,0,3,Matches
1551,David Bakker,jp JPN,DF,Monaco,fr Ligue 1,26,1997,20.8,722,935,77.2,15935,6415,460,498,92.4,305,319,95.6,89,118,75.4,2,1.6,1.5,0.4,10,66,6,1,76,Matches
1552,Nicolas Weber,ar ARG,"MF,FW",Auxerre,fr Ligue 1,29,1994,12.6,497,637,78.0,10474,2276,364,364,100.0,283,321,88.2,0,0,,0,0.7,0.5,-0.7,8,43,8,5,54,Matches
1553,Felix Clarke,ch SUI,"DF,MF",Clermont Foot,fr Ligue 1,36,1987,6.9,390,460,84.8,6946,1790,182,207,87.9,163,186,87.6,38,67,56.7,1,1.8,1.4,-0.8,1,48,2,0,34,Matches
1554,Diego Conti,ch SUI,GK,Nice,fr Ligue 1,22,2001,4.0,206,307,67.1,3366,1339,127,127,100.0,122,138,88.4,28,42,66.7,0,0.7,0.3,-0.7,5,25,8,2,29,Matches
1555,Liam Gómez,ma MAR,MF,Lyon,fr Ligue 1,20,2003,12.9,717,901,79.6,11422,4573,416,445,93.5,346,390,88.7,36,66,54.5,2,0.9,0.9,1.1,27,83,46,5,71,Matches
1556,Kevin El Amrani,it ITA,GK,Nantes,fr Ligue 1,29,1994,2.6,123,166,74.1,2248,846,59,65,90.8,58,73,79.5,21,28,75.0,0,0.0,0.9,0.0,3,10,4,1,11,Matches
1557,Pablo Doyle,fr FRA,DF,Clermont Foot,fr Ligue 1,28,1995,0.8,24,28,85.7,386,141,11,12,91.7,10,11,90.9,2,5,40.0,0,0.2,0.0,-0.2,0,2,0,0,2,Matches
1558,Mateo Costa,it ITA,FW,Lille,fr Ligue 1,26,1997,8.6,128,160,80.0,2356,861,72,82,87.8,53,62,85.5,13,16,81.2,0,0.8,1.2,-0.8,9,14,10,6,16,Matches
1559,Stefan López,se SWE,DF,Lens,fr Ligue 1,25,1998,17.7,606,754,80.4,13515,3757,272,272,100.0,157,197,79.7,176,285,61.8,3,3.7,3.2,-0.7,23,59,24,7,67,Matches
1560,Andrés Silva,at AUT,DF,Montpellier,fr Ligue 1,30,1993,34.6,779,940,82.9,16379,8591,413,453,91.2,338,371,91.1,74,116,63.8,3,4.2,4.4,-1.2,32,92,40,7,78,Matches
1561,Andrés Conti,no NOR,MF,Stuttgart,de Bundesliga,19,2004,31.8,1687,2003,84.2,35166,13646,1075,1106,97.2,796,996,79.9,0,0,,2,1.7,2.2,0.3,17,91,32,13,127,Matches
